11.3h,+1.4,Shirley STRICKLAND,18 JUL 1925,AUS,Warszawa (POL),04 AUG 1955
11.4h,+1.7,Marjorie JACKSON,13 SEP 1931,AUS,Gifu (JPN),04 OCT 1952
11.5h,+1.7,Marjorie JACKSON,13 SEP 1931,AUS,Olympiastadion* Helsinki (FIN),22 JUL 1952
11.5h,,Fanny BLANKERS-KOEN,26 APR 1918,NED,Amsterdam (NED),13 JUN 1948
11.6h,,Stanis©©awa WALASIEWICZ,03 APR 1911,POL,Berlin (GER),01 AUG 1937
11.6h,,Helen STEPHENS,03 FEB 1918,USA,Kansas City* MO (USA),08 JUN 1935
11.7h,,Stanis©©awa WALASIEWICZ,03 APR 1911,POL,Warszawa (POL),26 AUG 1934
11.8h,,Stanis©©awa WALASIEWICZ,03 APR 1911,POL,Poznan (POL),17 SEP 1933
11.9h,,Stanis©©awa WALASIEWICZ,03 APR 1911,POL,Memorial Coliseum* Los Angeles* CA (USA),01 AUG 1932
11.9h,,Tollien SCHUURMAN,20 JAN 1913,NED,Haarlem (NED),05 JUN 1932
12.0h,,Tollien SCHUURMAN,20 JAN 1913,NED,Amsterdam (NED),31 AUG 1930
12.0h,,Myrtle COOK,05 JAN 1902,CAN,Halifax (CAN),02 JUL 1928
12.2h,,Kinue HITOMI,1907,JPN,Osaka (JPN),20 MAY 1928
12.4h,,Gundel WITTMANN,18 SEP 1905,GER,Braunschweig (GER),22 AUG 1926
12.8h,,Mary LINES,03 DEC 1893,GBR,Paris (FRA),20 AUG 1922
13.6h,,Marie MEJZL?KOV? II,13 DEC 1903,TCH,Praha (TCH),05 AUG 1922
21.34,+1.3,Florence GRIFFITH-JOYNER,21 DEC 1959,USA,Olympic Stadium* Jamsil* Seoul (KOR),29 SEP 1988
21.56,+1.7,Florence GRIFFITH-JOYNER,21 DEC 1959,USA,Olympic Stadium* Jamsil* Seoul (KOR),29 SEP 1988
21.71,-0.8,Heike DRECHSLER,16 DEC 1964,GDR,Neckarstadion* Stuttgart (GER),29 AUG 1986
21.71,+1.2,Heike DRECHSLER,16 DEC 1964,GDR,Jena (GDR),29 JUN 1986
21.71,+0.3,Marita KOCH,18 FEB 1957,GDR,Potsdam (GDR),21 JUL 1984
21.71,+0.7,Marita KOCH,18 FEB 1957,GDR,Karl Marx Stadt (GDR),10 JUN 1979
22.02,-1.4,Marita KOCH,18 FEB 1957,GDR,Leipzig (GER),03 JUN 1979
22.06,+1.2,Marita KOCH,18 FEB 1957,GDR,Erfurt (GER),28 MAY 1978
22.21,+1.9,Irena SZEWI?SKA,24 MAY 1946,POL,Potsdam (GDR),13 JUN 1974
22.38,+1.6,Renate STECHER,12 MAY 1950,GDR,Dresden (GER),21 JUL 1973
22.40,+1.1,Renate STECHER,12 MAY 1950,GDR,Olympiastadion* M?nchen (GER),07 SEP 1972
22.58,+2.0,Irena SZEWI?SKA,24 MAY 1946,POL,Estadio Ol?mpico* Ciudad de M?xico (MEX),18 OCT 1968
22.7h,+0.8,Irena KIRSZENSTEIN,24 MAY 1946,POL,Warszawa (POL),08 AUG 1965
22.9h y,0.0,Margaret BURVILL,02 OCT 1941,AUS,Perth (AUS),22 FEB 1964
22.9h,+1.4,Wilma RUDOLPH,23 JUN 1940,USA,Corpus Christi* TX (USA),09 JUL 1960
23.2h y,,Betty CUTHBERT,20 APR 1938,AUS,Hobart (AUS),07 MAR 1960
23.2h,,Betty CUTHBERT,20 APR 1938,AUS,Sydney (AUS),16 SEP 1956
23.4h,,Marjorie JACKSON,13 SEP 1931,AUS,Olympiastadion* Helsinki (FIN),25 JUL 1952
23.6h,,Marjorie JACKSON,13 SEP 1931,AUS,Olympiastadion* Helsinki (FIN),25 JUL 1952
23.6h,,Stanis©©awa WALASIEWICZ,03 APR 1911,POL,Warszawa (POL),04 AUG 1935
24.3h y,NWI,Stanis©©awa WALASIEWICZ,03 APR 1911,POL,Cleveland* OH (USA),09 JUN 1935
25.4h,,Eileen EDWARDS,31 MAR 1903,GBR,Berlin (GER),12 JUN 1927
26.0h,,Eileen EDWARDS,31 MAR 1903,GBR,Paris (FRA),03 OCT 1926
26.2h y,,Eileen EDWARDS,31 MAR 1903,GBR,London (GBR),20 AUG 1924
26.8h y,,Mary LINES,03 DEC 1893,GBR,Waddon (GBR),23 SEP 1922
27.8h,,Alice CAST,09 FEB 1900,GBR,Paris (FRA),20 AUG 1922
47.60,,Marita KOCH,18 FEB 1957,GDR,Bruce Stadium* Canberra (AUS),06 OCT 1985
47.99,,Jarmila KRATOCHV?LOV?,26 JAN 1951,TCH,Olympiastadion* Helsinki (FIN),10 AUG 1983
48.16,,Marita KOCH,18 FEB 1957,GDR,Athina (GRE),08 SEP 1982
48.60,,Marita KOCH,18 FEB 1957,GDR,Torino (ITA),04 AUG 1979
48.89,,Marita KOCH,18 FEB 1957,GDR,Potsdam (GDR),29 JUL 1979
48.94,,Marita KOCH,18 FEB 1957,GDR,Praha (TCH),31 AUG 1978
49.03,,Marita KOCH,18 FEB 1957,GDR,Potsdam (GDR),19 AUG 1978
49.19,,Marita KOCH,18 FEB 1957,GDR,Leipzig (GER),02 JUL 1978
49.29,,Irena SZEWI?SKA,24 MAY 1946,POL,Olympic Stadium* Montr?al (CAN),29 JUL 1976
49.75,,Irena SZEWI?SKA,24 MAY 1946,POL,Bydgoszcz (POL),22 JUN 1976
49.77,,Christina BREHMER,28 FEB 1958,GDR,Dresden (GER),09 MAY 1976
50.14,,Riitta SALIN,16 OCT 1950,FIN,Roma (ITA),04 SEP 1974
49.9h,,Irena SZEWI?SKA,24 MAY 1946,POL,Warszawa (POL),22 JUN 1974
51.0h,,Monika ZEHRT,29 SEP 1952,GDR,Colombes (FRA),04 JUL 1972
51.0h,,Marilyn NEUFVILLE,16 NOV 1952,JAM,Edinburgh (GBR),23 JUL 1970
51.7h,,Colette BESSON,07 APR 1946,FRA,Athina (GRE),18 SEP 1969
51.7h,,Nicole DUCLOS,15 AUG 1947,FRA,Athina (GRE),18 SEP 1969
51.9h,,Geum-Dan SHIN,03 JUL 1938,PRK,Pyongyang (PRK),23 OCT 1962
53.4h,,Mariya ITKINA,03 FEB 1932,URS,Beograd (SRB),14 SEP 1962
53.4h,,Mariya ITKINA,03 FEB 1932,URS,Krasnodar (URS),12 SEP 1959
53.6h,,Mariya ITKINA,03 FEB 1932,URS,Moskva (URS),06 JUL 1957
54.0h,,Mariya ITKINA,03 FEB 1932,URS,Minsk (URS),08 JUN 1957
55.2h,,Polina LAZAREVA,05 MAY 1930,URS,Moskva (URS),10 MAY 1957
56.3h y,,Nancy BOYLE,03 FEB 1932,AUS,Sydney (AUS),24 FEB 1957
57.0h y,,Marise CHAMBERLAIN,05 DEC 1935,NZL,Christchurch (NZL),16 FEB 1957
57.0h y,,Marlene MATHEWS,14 JUL 1934,AUS,Sydney (AUS),06 JAN 1957
1:53.28,,Jarmila KRATOCHV?LOV?,26 JAN 1951,TCH,M?nchen (GER),26 JUL 1983
1:53.43,,Nadezhda OLIZARENKO,28 NOV 1953,URS,Lenin Stadium* Moskva (URS),27 JUL 1980
1:54.9h,,Nadezhda OLIZARENKO,28 NOV 1953,URS,Moskva (URS),12 JUN 1980
1:54.9h,,Tatyana KAZANKINA,17 DEC 1951,URS,Olympic Stadium* Montr?al (CAN),26 JUL 1976
1:56.0h,,Valentina GERASIMOVA,15 MAY 1948,URS,Kiev (URS),12 JUN 1976
1:57.5h,,Svetla ZLATEVA,25 FEB 1952,BUL,Athina (GRE),24 AUG 1973
1:58.5h,,Hildegard FALCK,03 JUN 1949,FRG,Stuttgart (GER),11 JUL 1971
2:00.5h,,Vera NIKOLI?,23 SEP 1948,YUG,London (GBR),20 JUL 1968
2:01.0h,,Judy POLLOCK,25 JUN 1940,AUS,Helsinki (FIN),28 JUN 1967
2:01.1h,,Ann PACKER,08 MAR 1942,GBR,National Stadium* Tokyo (JPN),20 OCT 1964
2:01.2h,,Dixie WILLIS,13 NOV 1941,AUS,Perth (AUS),03 MAR 1962
2:04.3h,,Lyudmila SHEVTSOVA,26 NOV 1934,URS,Stadio Olimpico* Roma (ITA),07 SEP 1960
2:04.3h,,Lyudmila SHEVTSOVA,26 NOV 1934,URS,Moskva (URS),03 JUL 1960
2:05.0h,,Nina OTKALENKO,23 MAY 1928,URS,Zagreb (CRO),24 SEP 1955
2:06.6h,,Nina OTKALENKO,23 MAY 1928,URS,Kiev (URS),16 SEP 1954
2:07.3h,,Nina OTKALENKO,23 MAY 1928,URS,Moskva (URS),27 AUG 1953
2:08.5h,,Nina PLETNYOVA,23 MAY 1928,URS,Kiev (URS),15 JUN 1952
2:12.0h,,Nina PLETNYOVA,23 MAY 1928,URS,Minsk (BLR),26 AUG 1951
2:12.2h,,Valentina POMOGAYEVA,07 JAN 1925,URS,Moskva (URS),26 JUL 1951
2:13.0h,,Yevdokiya VASILYEVA,14 MAR 1916,URS,Moskva (URS),17 JUL 1950
2:13.8h,,Anna LARSSON,02 JAN 1922,SWE,Stockholm (SWE),30 AUG 1945
2:14.8h,,Anna LARSSON,02 JAN 1922,SWE,Helsingborg (SWE),19 AUG 1945
2:15.9h,,Anna LARSSON,02 JAN 1922,SWE,Stockholm (SWE),27 AUG 1944
2:16.8h,,LIna RADKE,18 OCT 1903,GER,Olympisch Stadion* Amsterdam (NED),02 AUG 1928
2:19.6h,,LIna RADKE,18 OCT 1903,GER,Brieg (GER),01 JUL 1928
2:20.4h,,Inga GENTZEL,24 APR 1908,SWE,Stockholm (SWE),16 JUN 1928
2:23.8h,,Lina BATSCHAUER-RADKE,18 OCT 1903,GER,Breslau (GER),07 AUG 1927
2:26.6h y,,Mary LINES,03 DEC 1893,GBR,London (GBR),30 AUG 1922
2:30.4h,,Georgette LENOIR,,FRA,Paris (FRA),20 AUG 1922
2:28.98,,Svetlana MASTERKOVA,17 JAN 1968,RUS,Bruxelles (BEL),23 AUG 1996
2:29.34,,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,Bruxelles (BEL),25 AUG 1995
2:30.67,,Christine WACHTEL,06 JAN 1965,GDR,Olympiastadion* Berlin (GER),17 AUG 1990
3:00.6h,,Gladys LUNN,01 JUN 1908,GBR,Birmingham (GBR),23 JUN 1934
3:02.5h,,Stanis©©awa WALASIEWICZ,03 APR 1911,POL,Katowice (POL),08 OCT 1933
3:04.4h,,Gladys LUNN,01 JUN 1908,GBR,London (GBR),16 MAY 1931
3:06.6h,,LIna RADKE,18 OCT 1903,GER,Brieg (GER),24 AUG 1930
3:08.2h,,Edith TRICKEY,31 AUG 1903,GBR,London (GBR),04 AUG 1924
3:12.0h,,Lucie BR?ARD,12 SEP 1902,FRA,Paris (FRA),20 AUG 1922
3:17.4h,,Georgette LENOIR,,FRA,Paris (FRA),06 AUG 1922
3:50.07,,Genzebe DIBABA,08 FEB 1991,ETH,Stade Louis II* Monaco (MON),17 JUL 2015
3:50.46,,Yunxia QU,25 DEC 1972,CHN,Beijing (CHN),11 SEP 1993
3:52.47,,Tatyana KAZANKINA,17 DEC 1951,URS,Z?rich (SUI),13 AUG 1980
3:55.0h,,Tatyana KAZANKINA,17 DEC 1951,URS,Moskva (URS),06 JUL 1980
3:56.0h,,Tatyana KAZANKINA,17 DEC 1951,URS,Podolsk (URS),28 JUN 1976
4:01.4h,,Lyudmila BRAGINA,24 JUL 1943,URS,Olympiastadion* M?nchen (GER),09 SEP 1972
4:05.1h,,Lyudmila BRAGINA,24 JUL 1943,URS,Olympiastadion* M?nchen (GER),07 SEP 1972
4:06.5h,,Lyudmila BRAGINA,24 JUL 1943,URS,Olympiastadion* M?nchen (GER),04 SEP 1972
4:06.9h,,Lyudmila BRAGINA,24 JUL 1943,URS,Moskva (URS),18 JUL 1972
4:09.6h,,Karin BURNELEIT,18 AUG 1943,GDR,Helsinki (FIN),15 AUG 1971
4:10.7h,,Jaroslava JEHLI?KOV?,24 MAR 1942,TCH,Athina (GRE),20 SEP 1969
4:12.4h,,Paola PIGNI,30 DEC 1945,ITA,Milano (ITA),02 JUL 1969
4:15.6h,,Maria GOMMERS,26 SEP 1939,NED,Sittard (NED),24 OCT 1967
4:17.3h,,Anne SMITH,31 AUG 1941,GBR,London (GBR),03 JUN 1967
4:12.33,,Sifan HASSAN,01 JAN 1993,NED,Stade Louis II* Monaco (MON),12 JUL 2019
4:12.56,,Svetlana MASTERKOVA,17 JAN 1968,RUS,Z?rich (SUI),14 AUG 1996
4:15.61,,Paula IVAN,20 JUL 1963,ROU,Nice (FRA),10 JUL 1989
4:16.71,,Mary SLANEY,04 AUG 1958,USA,Letzigrund* Z?rich (SUI),21 AUG 1985
4:17.44,,Maricica PUIC?,29 JUL 1950,ROU,Rieti (ITA),16 SEP 1982
4:18.08,,Mary TABB,04 AUG 1958,USA,Paris (FRA),09 JUL 1982
4:20.89,,Lyudmila VESELKOVA,25 OCT 1950,URS,Bologna (ITA),12 SEP 1981
4:21.68,,Mary DECKER,04 AUG 1958,USA,Auckland (NZL),26 JAN 1980
4:22.09,,Natalia M?R??ESCU,03 OCT 1952,ROU,Auckland (NZL),27 JAN 1979
4:23.8h,,Natalia M?R??ESCU,03 OCT 1952,ROU,Bucure?ti (ROU),21 MAY 1977
4:29.5h,,Paola CACCHI,30 DEC 1945,ITA,Viareggio (ITA),08 AUG 1973
4:35.3h,,Ellen TITTEL,28 JUN 1948,FRG,Sittard (NED),20 AUG 1971
4:36.8h,,Maria GOMMERS,26 SEP 1939,NED,Leicester (GBR),14 JUN 1969
4:37.0h,,Anne SMITH,31 AUG 1941,GBR,London (GBR),03 JUN 1967
5:21.56,,Francine NIYONSABA,05 MAY 1993,BDI,Sports Park Mladost* Zagreb (CRO),14 SEP 2021
5:23.75 (i),,Genzebe DIBABA,08 FEB 1991,ETH,Sabadell (ESP),07 FEB 2017
5:25.36,,Sonia O'SULLIVAN,28 NOV 1969,IRL,Edinburgh (GBR),08 JUL 1994
5:28.69,,Maricica PUIC?,29 JUL 1950,ROU,London (GBR),11 JUL 1986
5:28.72,,Tatyana KAZANKINA,17 DEC 1951,URS,Moskva (URS),04 AUG 1984
8:06.11,,Junxia WANG,09 JAN 1973,CHN,Beijing (CHN),13 SEP 1993
8:12.19,,Junxia WANG,09 JAN 1973,CHN,Beijing (CHN),12 SEP 1993
8:22.06,,Linli ZHANG,06 MAR 1973,CHN,Beijing (CHN),12 SEP 1993
8:22.62,,Tatyana KAZANKINA,17 DEC 1951,URS,Leningrad (URS),26 AUG 1984
8:26.78,,Svetlana ULMASOVA,04 FEB 1953,URS,Kiev (URS),25 JUL 1982
8:27.2h,,Lyudmila BRAGINA,24 JUL 1943,URS,College Park* MD (USA),07 AUG 1976
8:45.4h,,Grete WAITZ,01 OCT 1953,NOR,Oslo (NOR),21 JUN 1976
8:46.6h,,Grete ANDERSEN,01 OCT 1953,NOR,Oslo (NOR),24 JUN 1975
8:52.8h,,Lyudmila BRAGINA,24 JUL 1943,URS,Durham* NC (USA),06 JUL 1974
14:06.62,,Letesenbet GIDEY,20 MAR 1998,ETH,Estadio de Atletismo del Turia* Valencia (ESP),07 OCT 2020
14:11.15,,Tirunesh DIBABA,01 OCT 1985,ETH,Bislett Stadion* Oslo (NOR),06 JUN 2008
14:16.63,,Meseret DEFAR,19 NOV 1983,ETH,Oslo (NOR),15 JUN 2007
14:24.53,,Meseret DEFAR,19 NOV 1983,ETH,New York* NY (USA),03 JUN 2006
14:24.68,,Elvan ABEYLEGESSE,11 SEP 1982,TUR,Bergen (NOR),11 JUN 2004
14:28.09,,Jiang BO,13 MAR 1977,CHN,Shanghai (CHN),23 OCT 1997
14:31.27,,Yanmei DONG,16 FEB 1977,CHN,Shanghai (CHN),21 OCT 1997
14:36.45,,Fernanda RIBEIRO,23 JUN 1969,POR,Hechtel (BEL),22 JUL 1995
14:37.33,,Ingrid KRISTIANSEN,21 MAR 1956,NOR,Stockholm (SWE),05 AUG 1986
14:48.07,,Zola BUDD,26 MAY 1966,GBR,London (GBR),26 AUG 1985
14:58.89,,Ingrid KRISTIANSEN,21 MAR 1956,NOR,Oslo (NOR),28 JUN 1984
15:08.26,,Mary TABB,04 AUG 1958,USA,Eugene* OR (USA),05 JUN 1982
15:13.22,,Anne AUDAIN,01 NOV 1955,NZL,Auckland (NZL),17 MAR 1982
15:14.51,,Paula FUDGE,30 MAR 1952,GBR,Knarvik (NOR),13 SEP 1981
14:29 Wo *,,Senbere TEFERI,03 MAY 1995,ETH,Herzogenaurach (GER),12 SEP 2021
14:44 Wo,,Sifan HASSAN,01 JAN 1993,NED,Monaco (MON),17 FEB 2019
14:29 Wo *,,Senbere TEFERI,03 MAY 1995,ETH,Herzogenaurach (GER),12 SEP 2021
14:44 Wo,,Sifan HASSAN,01 JAN 1993,NED,Monaco (MON),17 FEB 2019
14:19 Mx,,Ejgayehu TAYE,10 FEB 2000,ETH,Barcelona (ESP),31 DEC 2021
14:43 Mx,,Beatrice CHEPKOECH,06 JUL 1991,KEN,Monaco (MON),14 FEB 2021
14:48 Mx,,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KEN,Praha (CZE),08 SEP 2018
29:01.03,,Letesenbet GIDEY,20 MAR 1998,ETH,Blankers-Koen Stadion* Hengelo (NED),08 JUN 2021
29:06.82,,Sifan HASSAN,01 JAN 1993,NED,Blankers-Koen Stadion* Hengelo (NED),06 JUN 2021
29:17.45,,Almaz AYANA,21 NOV 1991,ETH,Est?dio Ol?mpico* Rio de Janeiro (BRA),12 AUG 2016
29:31.78,,Junxia WANG,09 JAN 1973,CHN,Beijing (CHN),08 SEP 1993
30:13.74,,Ingrid KRISTIANSEN,21 MAR 1956,NOR,Oslo (NOR),05 JUL 1986
30:59.42,,Ingrid KRISTIANSEN,21 MAR 1956,NOR,Oslo (NOR),27 JUL 1985
31:13.78,,Olga BONDARENKO,02 JUN 1960,URS,Kiev (URS),24 JUN 1984
31:27.58,,Raisa SADREYDINOVA,09 MAY 1950,URS,Odessa (URS),07 SEP 1983
31:35.01,,Lyudmila BARANOVA,1950,URS,Krasnodar (URS),29 MAY 1983
31:35.3h,,Mary TABB,04 AUG 1958,USA,Eugene* OR (USA),16 JUL 1982
32:17.20,,Yelena SIPATOVA,07 JUN 1955,URS,Moskva (URS),16 SEP 1981
30:01 Wo *,,Agnes Jebet TIROP,23 OCT 1995,KEN,Herzogenaurach (GER),12 SEP 2021
30:29 Wo,,Asmae LEGHZAOUI,30 AUG 1976,MAR,New York* NY (USA),08 JUN 2002
30:01 Wo *,,Agnes Jebet TIROP,23 OCT 1995,KEN,Herzogenaurach (GER),12 SEP 2021
30:29 Wo,,Asmae LEGHZAOUI,30 AUG 1976,MAR,New York* NY (USA),08 JUN 2002
29:14 Mx *,,Yalemzerf YEHUALAW,03 AUG 1999,ETH,Castell?n (ESP),27 FEB 2022
29:38 Mx *,,Kalkidan GEZAHEGNE,08 MAY 1991,BRN,Gen?ve (SUI),03 OCT 2021
29:43 Mx,,Joyciline JEPKOSGEI,08 DEC 1993,KEN,Praha (CZE),09 SEP 2017
30:04 Mx,,Joyciline JEPKOSGEI,08 DEC 1993,KEN,Praha (CZE),01 APR 2017
30:21 Mx,,Paula RADCLIFFE,17 DEC 1973,GBR,San Juan (PUR),23 FEB 2003
29:14 Mx *,,Yalemzerf YEHUALAW,03 AUG 1999,ETH,Castell?n (ESP),27 FEB 2022
29:38 Mx *,,Kalkidan GEZAHEGNE,08 MAY 1991,BRN,Gen?ve (SUI),03 OCT 2021
29:43 Mx,,Joyciline JEPKOSGEI,08 DEC 1993,KEN,Praha (CZE),09 SEP 2017
30:04 Mx,,Joyciline JEPKOSGEI,08 DEC 1993,KEN,Praha (CZE),01 APR 2017
30:21 Mx,,Paula RADCLIFFE,17 DEC 1973,GBR,San Juan (PUR),23 FEB 2003
29:14 Mx *,,Yalemzerf YEHUALAW,03 AUG 1999,ETH,Castell?n (ESP),27 FEB 2022
29:38 Mx *,,Kalkidan GEZAHEGNE,08 MAY 1991,BRN,Gen?ve (SUI),03 OCT 2021
29:43 Mx,,Joyciline JEPKOSGEI,08 DEC 1993,KEN,Praha (CZE),09 SEP 2017
30:04 Mx,,Joyciline JEPKOSGEI,08 DEC 1993,KEN,Praha (CZE),01 APR 2017
30:21 Mx,,Paula RADCLIFFE,17 DEC 1973,GBR,San Juan (PUR),23 FEB 2003
18930,,Sifan HASSAN,01 JAN 1993,NED,Boudewijnstadion* Bruxelles (BEL),04 SEP 2020
18517,,Dire TUNE,19 JUN 1985,ETH,Ostrava (CZE),12 JUN 2008
18340,,Tegla LOROUPE,09 MAY 1973,KEN,Borgholzhausen (GER),07 AUG 1998
18084,,Silvana CRUCIATA,15 FEB 1953,ITA,Roma (ITA),04 MAY 1981
1:05:16 Wo,,Peres JEPCHIRCHIR,27 SEP 1993,KEN,Gdynia (POL),17 OCT 2020
1:05:34 Wo,,Peres JEPCHIRCHIR,27 SEP 1993,KEN,Praha (CZE),05 SEP 2020
1:06:11 Wo,,Netsanet GUDETA,12 FEB 1991,ETH,Valencia (ESP),24 MAR 2018
1:06:25 Wo,,Lornah KIPLAGAT,01 MAY 1974,NED,Udine (ITA),14 OCT 2007
1:02:52 Mx,,Letesenbet GIDEY,20 MAR 1998,ETH,Valencia (ESP),24 OCT 2021
1:04:02 Mx,,Ruth CHEPNGETICH,08 AUG 1994,KEN,Istanbul (TUR),04 APR 2021
1:04:31 Mx,,Ababel YESHANEH,22 JUL 1991,ETH,Ras Al Khaimah (UAE),21 FEB 2020
1:04:51 Mx,,Joyciline JEPKOSGEI,08 DEC 1993,KEN,Valencia (ESP),22 OCT 2017
1:04:52 Mx,,Joyciline JEPKOSGEI,08 DEC 1993,KEN,Praha (CZE),01 APR 2017
1:05:06 Mx,,Peres JEPCHIRCHIR,27 SEP 1993,KEN,Ras Al Khaimah (UAE),10 FEB 2017
1:05:09 Mx,,Florence KIPLAGAT,27 FEB 1987,KEN,Barcelona (ESP),15 FEB 2015
1:05:12 Mx,,Florence KIPLAGAT,27 FEB 1987,KEN,Barcelona (ESP),16 FEB 2014
1:05:50 Mx,,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,Ras Al Khaimah (UAE),18 FEB 2011
1:06:25 Mx,,Lornah KIPLAGAT,01 MAY 1974,NED,Udine (ITA),14 OCT 2007
1:06:44 Mx,,Elana MEYER,10 OCT 1966,RSA,Tokyo (JPN),15 JAN 1999
2:17:01 Wo,,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,London (GBR),23 APR 2017
2:17:42 Wo,,Paula RADCLIFFE,17 DEC 1973,GBR,London (GBR),17 APR 2005
2:14:04 Mx,,Brigid KOSGEI,20 FEB 1994,KEN,Chicago* IL (USA),13 OCT 2019
2:15:25 Mx,,Paula RADCLIFFE,17 DEC 1973,GBR,London (GBR),13 APR 2003
3:04:24 Wo,,Irvette VAN ZYL,05 JUL 1987,RSA,Port Elizabeth (RSA),23 MAY 2021
2:59:54 Mx,,Desiree LINDEN,26 JUL 1983,USA,Dorena Lake* Oregon (USA),13 APR 2021
6:33:11 Mx,,Tomoe ABE,13 AUG 1971,JPN,Lake Saroma (JPN),25 JUN 2000
8:44.32,,Beatrice CHEPKOECH,06 JUL 1991,KEN,Stade Louis II* Monaco (MON),20 JUL 2018
8:52.78,,Ruth JEBET,17 NOV 1996,BRN,Paris (FRA),27 AUG 2016
8:58.81,,Gulnara SAMITOVA-GALKINA,09 JUL 1978,RUS,National Stadium* Beijing (CHN),17 AUG 2008
9:01.59,,Gulnara SAMITOVA,09 JUL 1978,RUS,Herakleion (GRE),04 JUL 2004
9:08.33,,Gulnara SAMITOVA,09 JUL 1978,RUS,Tula (RUS),10 AUG 2003
9:16.51,,Alesia TURAVA,06 DEC 1979,BLR,Gdansk (POL),27 JUL 2002
9:21.72,,Alesia TURAVA,06 DEC 1979,BLR,Ostrava (CZE),12 JUN 2002
9:22.29,,Justyna B?K,01 AUG 1974,POL,Milano (ITA),05 JUN 2002
9:25.31,,Justyna B?K,01 AUG 1974,POL,Nice (FRA),09 JUL 2001
9:40.20,,Cristina ILOC-CASANDRA,01 FEB 1977,ROU,Reims (FRA),30 AUG 2000
9:43.64,,Cristina ILOC-CASANDRA,01 FEB 1977,ROU,Bucure?ti (ROU),07 AUG 2000
9:48.88,,Yelena MOTALOVA,28 JAN 1971,RUS,Tula (RUS),31 JUL 1999
12.20,+0.3,Kendra HARRISON,18 SEP 1992,USA,Olympic Stadium* London (GBR),22 JUL 2016
12.21,+0.7,Yordanka DONKOVA,28 SEP 1961,BUL,Stara Zagora (BUL),20 AUG 1988
12.25,+1.4,Ginka ZAGORCHEVA,12 APR 1958,BUL,Drama (GRE),08 AUG 1987
12.26,+1.5,Yordanka DONKOVA,28 SEP 1961,BUL,Ljubljana (SLO),07 SEP 1986
12.29,-0.4,Yordanka DONKOVA,28 SEP 1961,BUL,K?ln (GER),17 AUG 1986
12.35,+0.1,Yordanka DONKOVA,28 SEP 1961,BUL,K?ln (GER),17 AUG 1986
12.36,+1.9,Gra?yna RABSZTYN,20 SEP 1952,POL,Warszawa (POL),13 JUN 1980
12.48,+1.9,Gra?yna RABSZTYN,20 SEP 1952,POL,F?rth (GER),10 JUN 1978
12.3h,+1.5,Anneliese EHRHARDT,18 JUN 1950,GDR,Dresden (GER),22 JUL 1973
12.59,-0.6,Anneliese EHRHARDT,18 JUN 1950,GDR,Olympiastadion* M?nchen (GER),08 SEP 1972
12.5h,+0.9,Pamela RYAN,12 AUG 1939,AUS,Warszawa (POL),28 JUN 1972
12.5h,+0.7,Anneliese EHRHARDT,18 JUN 1950,GDR,Potsdam (GDR),15 JUN 1972
