4:00.27,,Doina MELINTE,27 DEC 1956,ROU,East Rutherford* NJ (USA),09 FEB 1990
4:00.8h,,Mary DECKER,04 AUG 1958,USA,New York* NY (USA),08 FEB 1980
4:13.31,,Genzebe DIBABA,08 FEB 1991,ETH,Globe Arena* Stockholm (SWE),17 FEB 2016
4:17.14,,Doina MELINTE,27 DEC 1956,ROU,East Rutherford* NJ (USA),09 FEB 1990
4:18.86,,Doina MELINTE,27 DEC 1956,ROU,East Rutherford* NJ (USA),13 FEB 1988
4:20.5h,,Mary TABB,04 AUG 1958,USA,San Diego* CA (USA),19 FEB 1982
8:16.60,,Genzebe DIBABA,08 FEB 1991,ETH,Globe Arena* Stockholm (SWE),06 FEB 2014
8:23.72,,Meseret DEFAR,19 NOV 1983,ETH,Schleyer Halle* Stuttgart (GER),03 FEB 2007
8:27.86,,Liliya SHOBUKHOVA,13 NOV 1977,RUS,Moskva (RUS),17 FEB 2006
8:29.15,,Berhane ADERE,23 NOV 1973,ETH,Stuttgart (GER),03 FEB 2002
8:32.88,,Gabriela SZABO,14 NOV 1975,ROU,Birmingham (GBR),18 FEB 2001
8:33.82,,Elly VAN HULST,09 JUN 1959,NED,Budapest Sportcsarnok* Budapest (HUN),04 MAR 1989
8:39.79,,Zola BUDD,26 MAY 1966,GBR,Cosford (GBR),08 FEB 1986
14:18.86,,Genzebe DIBABA,08 FEB 1991,ETH,Globe Arena* Stockholm (SWE),19 FEB 2015
14:24.37,,Meseret DEFAR,19 NOV 1983,ETH,Stockholm (SWE),18 FEB 2009
14:27.42,,Tirunesh DIBABA,01 OCT 1985,ETH,Boston* MA (USA),27 JAN 2007
14:32.93,,Tirunesh DIBABA,01 OCT 1985,ETH,Boston* MA (USA),29 JAN 2005
14:39.29,,Berhane ADERE,23 NOV 1973,ETH,Schleyer Halle* Stuttgart (GER),31 JAN 2004
14:47.35,,Gabriela SZABO,14 NOV 1975,ROU,Dortmund (GER),13 FEB 1999
15:03.17,,Liz MCCOLGAN,24 MAY 1964,GBR,Birmingham (GBR),22 FEB 1992
15:13.72,,Uta PIPPIG,07 SEP 1965,GER,Stuttgart (GER),10 FEB 1991
15:17.28,,Sonia O'SULLIVAN,28 NOV 1969,IRL,Boston* MA (USA),26 JAN 1991
15:34.5h,,Margaret GROOS,27 SEP 1959,USA,Blacksburg* VA (USA),20 FEB 1981
6.58,,Cornelia OSCHKENAT,29 OCT 1961,GDR,Berlin (GER),20 FEB 1988
6.71,,Cornelia OSCHKENAT,29 OCT 1961,GDR,Berlin (GER),21 FEB 1987
6.71,,Cornelia OSCHKENAT,29 OCT 1961,GDR,Berlin (GER),08 FEB 1986
7.68,,Susanna KALLUR,16 FEB 1981,SWE,Karlsruhe (GER),10 FEB 2008
7.69,,Lyudmila NAROZHILENKO,21 APR 1964,URS,Chelyabinsk (URS),04 FEB 1990
7.71,,Lyudmila NAROZHILENKO,21 APR 1964,URS,Chelyabinsk (URS),04 FEB 1990
7.73,,Cornelia OSCHKENAT,29 OCT 1961,GDR,Wien (AUT),25 FEB 1989
7.74,,Yordanka DONKOVA,28 SEP 1961,BUL,Sofia (BUL),14 FEB 1987
2.08,,Kajsa BERGQVIST,12 OCT 1976,SWE,Arnstadt (GER),04 FEB 2006
2.07,,Heike HENKEL,05 MAY 1964,GER,Karlsruhe (GER),08 FEB 1992
2.06,,Stefka KOSTADINOVA,25 MAR 1965,BUL,Athina (GRE),20 FEB 1988
2.05,,Stefka KOSTADINOVA,25 MAR 1965,BUL,Hoosier Dome* Indianapolis* IN (USA),08 MAR 1987
5.02,,Jennifer SUHR,05 FEB 1982,USA,Albuquerque* NM (USA),02 MAR 2013
5.01,,Yelena ISINBAYEVA,03 JUN 1982,RUS,Stockholm (SWE),23 FEB 2012
5.00,,Yelena ISINBAYEVA,03 JUN 1982,RUS,Donetsk (UKR),15 FEB 2009
4.97,,Yelena ISINBAYEVA,03 JUN 1982,RUS,Donetsk (UKR),15 FEB 2009
4.95,,Yelena ISINBAYEVA,03 JUN 1982,RUS,Donetsk (UKR),16 FEB 2008
4.93,,Yelena ISINBAYEVA,03 JUN 1982,RUS,Donetsk (UKR),10 FEB 2007
4.91,,Yelena ISINBAYEVA,03 JUN 1982,RUS,Donetsk (UKR),12 FEB 2006
4.90,,Yelena ISINBAYEVA,03 JUN 1982,RUS,Palacio de Deportes* Madrid (ESP),06 MAR 2005
4.89,,Yelena ISINBAYEVA,03 JUN 1982,RUS,Li?vin (FRA),26 FEB 2005
4.88,,Yelena ISINBAYEVA,03 JUN 1982,RUS,National Indoor Arena* Birmingham (GBR),18 FEB 2005
4.87,,Yelena ISINBAYEVA,03 JUN 1982,RUS,Donetsk (UKR),12 FEB 2005
4.86,,Yelena ISINBAYEVA,03 JUN 1982,RUS,Sportar?na* Budapest (HUN),06 MAR 2004
4.85,,Svetlana FEOFANOVA,16 JUL 1980,RUS,Peania (GRE),22 FEB 2004
4.83,,Yelena ISINBAYEVA,03 JUN 1982,RUS,Donetsk (UKR),15 FEB 2004
4.81,,Yelena ISINBAYEVA,03 JUN 1982,RUS,Donetsk (UKR),15 FEB 2004
4.80,,Svetlana FEOFANOVA,16 JUL 1980,RUS,National Indoor Arena* Birmingham (GBR),16 MAR 2003
4.78,,Stacy DRAGILA,25 MAR 1971,USA,Boston* MA (USA),02 MAR 2003
4.77,,Svetlana FEOFANOVA,16 JUL 1980,RUS,National Indoor Arena* Birmingham (GBR),21 FEB 2003
4.76,,Svetlana FEOFANOVA,16 JUL 1980,RUS,Glasgow (GBR),02 FEB 2003
4.75,,Svetlana FEOFANOVA,16 JUL 1980,RUS,Ferry-Dusika-Halle* Wien (AUT),03 MAR 2002
4.74,,Svetlana FEOFANOVA,16 JUL 1980,RUS,Li?vin (FRA),24 FEB 2002
4.73,,Svetlana FEOFANOVA,16 JUL 1980,RUS,Gent (BEL),10 FEB 2002
4.72,,Svetlana FEOFANOVA,16 JUL 1980,RUS,Stockholm (SWE),06 FEB 2002
4.71,,Svetlana FEOFANOVA,16 JUL 1980,RUS,Stuttgart (GER),03 FEB 2002
4.70,,Stacy DRAGILA,25 MAR 1971,USA,Pocatello* ID (USA),17 FEB 2001
4.66,,Stacy DRAGILA,25 MAR 1971,USA,Pocatello* ID (USA),17 FEB 2001
4.64,,Svetlana FEOFANOVA,16 JUL 1980,RUS,Dortmund (GER),11 FEB 2001
4.63,,Stacy DRAGILA,25 MAR 1971,USA,New York* NY (USA),02 FEB 2001
4.62,,Stacy DRAGILA,25 MAR 1971,USA,Atlanta* GA (USA),03 MAR 2000
4.61,,Stacy DRAGILA,25 MAR 1971,USA,Pocatello* ID (USA),19 FEB 2000
4.57,,Stacy DRAGILA,25 MAR 1971,USA,Pocatello* ID (USA),19 FEB 2000
4.56,,Nicole HUMBERT,05 FEB 1972,GER,Stockholm (SWE),25 FEB 1999
4.55,,Emma GEORGE,01 NOV 1974,AUS,Adelaide (AUS),26 MAR 1998
4.50,,Emma GEORGE,01 NOV 1974,AUS,Adelaide (AUS),26 MAR 1998
4.48,,Daniela B?RTOV?,06 MAY 1974,CZE,Sindelfingen (GER),08 MAR 1998
4.48,,Stacy DRAGILA,25 MAR 1971,USA,Sindelfingen (GER),08 MAR 1998
4.47,,Emma GEORGE,01 NOV 1974,AUS,Adelaide (AUS),07 MAR 1998
4.46,,Daniela B?RTOV?,06 MAY 1974,CZE,Berlin (GER),06 MAR 1998
4.45,,Anzhela BALAKHONOVA,18 DEC 1972,UKR,Vel?dromo Luis Puig* Valencia (ESP),01 MAR 1998
4.44,,Vala FLOSAD?TTIR,16 FEB 1978,ISL,Eskilstuna (SWE),14 FEB 1998
4.43,,Daniela B?RTOV?,06 MAY 1974,CZE,Praha (CZE),14 FEB 1998
4.42,,Vala FLOSAD?TTIR,16 FEB 1978,ISL,Bielefeld (GER),06 FEB 1998
4.40,,Stacy DRAGILA,25 MAR 1971,USA,Palais Omnisports de Paris-Bercy* Paris (FRA),09 MAR 1997
4.40,,Emma GEORGE,01 NOV 1974,AUS,Melbourne (AUS),10 DEC 1996
4.30,,Emma GEORGE,01 NOV 1974,AUS,Melbourne (AUS),10 DEC 1996
4.28,,Caiyun SUN,21 JUL 1973,CHN,Tianjin (CHN),27 FEB 1996
4.27,,Caiyun SUN,21 JUL 1973,CHN,Erfurt (GER),31 JAN 1996
4.21,,Caiyun SUN,21 JUL 1973,CHN,Landau (GER),28 JAN 1996
4.20,,Daniela B?RTOV?,06 MAY 1974,CZE,Praha (CZE),24 JAN 1996
4.15,,Caiyun SUN,21 JUL 1973,CHN,Erfurt (GER),15 FEB 1995
4.13,,Caiyun SUN,21 JUL 1973,CHN,Karlsruhe (GER),12 FEB 1995
4.12,,Caiyun SUN,21 JUL 1973,CHN,Berlin (GER),10 FEB 1995
4.11,,Caiyun SUN,21 JUL 1973,CHN,Pulheim (GER),03 FEB 1995
4.10,,Caiyun SUN,21 JUL 1973,CHN,Zweibr?cken (GER),27 JAN 1995
4.08,,Nicole RIEGER,05 FEB 1972,GER,Karlsruhe (GER),01 MAR 1994
7.37,,Heike DRECHSLER,16 DEC 1964,GDR,Wien (AUT),13 FEB 1988
7.32,,Heike DRECHSLER,16 DEC 1964,GDR,New York* NY (USA),27 FEB 1987
15.74 *,,Yulimar ROJAS,21 OCT 1995,VEN,?tark Arena* Beograd (SRB),20 MAR 2022
15.43,,Yulimar ROJAS,21 OCT 1995,VEN,Gallur* Madrid (ESP),21 FEB 2020
15.36,,Tatyana LEBEDEVA,21 JUL 1976,RUS,Sportar?na* Budapest (HUN),06 MAR 2004
15.25,,Tatyana LEBEDEVA,21 JUL 1976,RUS,Sportar?na* Budapest (HUN),06 MAR 2004
15.16,,Tatyana LEBEDEVA,21 JUL 1976,RUS,Sportar?na* Budapest (HUN),06 MAR 2004
15.16,,Ashia HANSEN,05 DEC 1971,GBR,Vel?dromo Luis Puig* Valencia (ESP),28 FEB 1998
15.03,,Yolanda CHEN,26 JUL 1961,RUS,Palau Sant Jordi* Barcelona (ESP),11 MAR 1995
14.90,,Inna LASOVSKAYA,17 DEC 1969,RUS,Li?vin (FRA),13 FEB 1994
14.78,,Inna LASOVSKAYA,17 DEC 1969,RUS,Moskva (RUS),27 JAN 1994
14.61,,Inna LASOVSKAYA,17 DEC 1969,RUS,Moskva (RUS),14 JAN 1994
14.47,,Inessa KRAVETS,05 OCT 1966,UKR,The Sky Dome* Toronto (CAN),14 MAR 1993
14.46,,Yolanda CHEN,26 JUL 1961,RUS,Moskva (RUS),28 FEB 1993
14.44,,Inessa KRAVETS,05 OCT 1966,URS,Palacio de los Deportes* Sevilla (ESP),09 MAR 1991
14.39,,Inessa KRAVETS,05 OCT 1966,URS,Palacio de los Deportes* Sevilla (ESP),09 MAR 1991
14.30,,Inessa KRAVETS,05 OCT 1966,URS,Palacio de los Deportes* Sevilla (ESP),09 MAR 1991
14.14,,Galina CHISTYAKOVA,26 JUL 1962,URS,Kelvin Hall* Glasgow (GBR),04 MAR 1990
15.74 *,,Yulimar ROJAS,21 OCT 1995,VEN,?tark Arena* Beograd (SRB),20 MAR 2022
15.43,,Yulimar ROJAS,21 OCT 1995,VEN,Gallur* Madrid (ESP),21 FEB 2020
15.36,,Tatyana LEBEDEVA,21 JUL 1976,RUS,Sportar?na* Budapest (HUN),06 MAR 2004
15.25,,Tatyana LEBEDEVA,21 JUL 1976,RUS,Sportar?na* Budapest (HUN),06 MAR 2004
15.16,,Tatyana LEBEDEVA,21 JUL 1976,RUS,Sportar?na* Budapest (HUN),06 MAR 2004
15.16,,Ashia HANSEN,05 DEC 1971,GBR,Vel?dromo Luis Puig* Valencia (ESP),28 FEB 1998
15.03,,Yolanda CHEN,26 JUL 1961,RUS,Palau Sant Jordi* Barcelona (ESP),11 MAR 1995
14.90,,Inna LASOVSKAYA,17 DEC 1969,RUS,Li?vin (FRA),13 FEB 1994
14.78,,Inna LASOVSKAYA,17 DEC 1969,RUS,Moskva (RUS),27 JAN 1994
14.61,,Inna LASOVSKAYA,17 DEC 1969,RUS,Moskva (RUS),14 JAN 1994
14.47,,Inessa KRAVETS,05 OCT 1966,UKR,The Sky Dome* Toronto (CAN),14 MAR 1993
14.46,,Yolanda CHEN,26 JUL 1961,RUS,Moskva (RUS),28 FEB 1993
14.44,,Inessa KRAVETS,05 OCT 1966,URS,Palacio de los Deportes* Sevilla (ESP),09 MAR 1991
14.39,,Inessa KRAVETS,05 OCT 1966,URS,Palacio de los Deportes* Sevilla (ESP),09 MAR 1991
14.30,,Inessa KRAVETS,05 OCT 1966,URS,Palacio de los Deportes* Sevilla (ESP),09 MAR 1991
14.14,,Galina CHISTYAKOVA,26 JUL 1962,URS,Kelvin Hall* Glasgow (GBR),04 MAR 1990
22.50,,Helena FIBINGEROV?,13 JUL 1949,TCH,Jablonec (TCH),19 FEB 1977
5013,,Nataliya DOBRYNSKA,29 MAY 1982,UKR,Atak?y Arena* Istanbul (TUR),09 MAR 2012
4991,,Irina BELOVA,27 MAR 1968,RUS,Berlin (GER),15 FEB 1992
4726,,Liliana N?STASE,01 AUG 1962,ROU,Bucure?ti (ROU),26 JAN 1992
4215,,Odile LESAGE,28 JUN 1969,FRA,Nogent-sur-Oise (FRA),11 FEB 1990
11:40.33,,Claudia IOVAN,25 FEB 1978,ROU,Bucure?ti (ROU),30 JAN 1999
11:44.00,,Alina IVANOVA,16 MAR 1969,RUS,Moskva (RUS),07 FEB 1992
11:50.90,,Beate ANDERS,04 FEB 1968,GER,Palacio de los Deportes* Sevilla (ESP),09 MAR 1991
11:55.99,,Beate ANDERS,04 FEB 1968,GER,Dortmund (GER),16 FEB 1991
11:59.36,,Beate ANDERS,04 FEB 1968,GDR,Kelvin Hall* Glasgow (GBR),04 MAR 1990
12:01.65,,Kerry SAXBY,02 JUN 1961,AUS,Budapest Sportcsarnok* Budapest (HUN),04 MAR 1989
12:05.49,,Olga KRISHTOP,08 OCT 1957,URS,Hoosier Dome* Indianapolis* IN (USA),06 MAR 1987
1:32.41,,Russia,,RUS,Glasgow (GBR),29 JAN 2005
1:32.55,,LG Olympia Dortmund,,GER,Karlsruhe (GER),21 FEB 1999
1:32.55,,SC Eintracht Hamm,,FRG,Dortmund (GER),20 FEB 1988
3:23.37,,Russia,,RUS,Glasgow (GBR),28 JAN 2006
3:23.88,,Russia,,RUS,Sportar?na* Budapest (HUN),07 MAR 2004
3:24.25,,Russia,,RUS,Green Dome* Maebashi (JPN),07 MAR 1999
3:26.84,,Russia,,RUS,Palais Omnisports de Paris-Bercy* Paris (FRA),09 MAR 1997
3:27.22,,Germany,,GER,Palacio de los Deportes* Sevilla (ESP),10 MAR 1991
3:28.80,,Soviet Union,,URS,Paris (FRA),23 FEB 1991
3:34.38,,Federal Republic of Germany,,FRG,Dortmund (GER),30 JAN 1981
