USA,415,
URS,121,
SWE,77,
FIN,60,
FRA,52,
GBR,50,
KEN,48,
FRG,30,
GDR,29,
HUN,25,
GER,23,
ITA,23,
NOR,22,
TCH,22,
JAM,20,
POL,18,
ETH,18,
AUS,17,
UKR,12,
MAR,11,
NZL,10,
MEX,10,
RSA,10,
BEL,10,
CUB,9,
JPN,8,
BRA,7,
DEN,6,
UGA,6,
CHN,5,
CZE,5,
CAN,5,
ALG,5,
NED,4,
GRE,3,
TAN,2,
RUS,2,
QAT,1,
TPE,1,
INT,1,
ESP,1,
SUI,1,
HAI,1,
POR,1,
ECU,1,
PAN,1,
ERI,1,
VEN,1,

