URS,144,
GDR,102,
USA,58,
RUS,47,
GER,45,
GBR,41,
POL,41,
ROU,36,
AUS,33,
KEN,24,
CHN,23,
NED,19,
ETH,18,
BUL,17,
TCH,16,
FRA,15,
FRG,15,
CZE,11,
NOR,6,
ITA,6,
SWE,5,
JPN,4,
CAN,4,
VEN,4,
BRN,4,
NZL,3,
AUT,3,
RSA,3,
FIN,3,
POR,3,
BLR,2,
LTU,2,
CUB,2,
GRE,2,
UKR,2,
MAR,2,
IRL,1,
BDI,1,
PRK,1,
TPE,1,
INT,1,
SUI,1,
BEL,1,
YUG,1,
TUR,1,
JAM,1,
MOZ,1,

