RUS,56,
USA,14,
URS,13,
GDR,12,
ETH,11,
CHN,8,
GER,8,
ROU,7,
JAM,6,
AUS,6,
UKR,5,
CZE,4,
GBR,4,
VEN,4,
NED,3,
BUL,3,
MOZ,3,
FRG,3,
SWE,2,
ISL,2,
TCH,2,
IRL,1,
FRA,1,
SLO,1,

