URS,33,
USA,31,
SWE,14,
FRA,11,
UKR,9,
GBR,8,
ETH,8,
KEN,5,
DEN,4,
RUS,4,
IRL,2,
CUB,2,
GDR,2,
CAN,2,
ALG,2,
MAR,2,
TAN,1,
DJI,1,
BUR,1,
ESP,1,
SUI,1,
BEL,1,
NED,1,
POL,1,
NOR,1,
GER,1,
ITA,1,
FRG,1,
NAM,1,

